tmdb_id,title,release_year,release_date,runtime,budget,revenue,vote_average,vote_count,popularity,genres,director,cast,imdb_id,original_language,status
541671,Ballerina,2025,2025-06-04,125,90000000,137258395,7.3,1969,28.4288,"['Action', 'Thriller', 'Crime']",Len Wiseman,"['Ana de Armas', 'Keanu Reeves', 'Ian McShane', 'Anjelica Huston', 'Gabriel Byrne', 'Catalina Sandino Moreno', 'Ava McCarthy', 'Juliet Doherty', 'Norman Reedus', 'Lance Reddick', 'Sharon Duncan-Brewster', 'David Castañeda', 'Victoria Comte', 'Robert Maaser', 'Sooyoung Choi', 'Jung Doo-hong', 'Anne Parillaud', 'Marc Cram', 'Rila Fukushima', 'Abraham Popoola', 'Magdalena Šittová', 'Waris Ahluwalia', 'Daniel Bernhardt', 'Anna Schmidtmajerová', 'Emílie Páclová', 'Jackson Spidell', 'James Beaumont', 'Tracie Bennett', 'Stephanie Brush', 'Mirko Marchesi', 'Zac Ladkin']",tt7181546,en,Released
574475,Final Destination Bloodlines,2025,2025-05-14,110,50000000,315630814,7.1,2374,28.372,"['Horror', 'Mystery']",Adam B. Stein,"['Kaitlyn Santa Juana', 'Teo Briones', 'Rya Kihlstedt', 'Richard Harmon', 'Owen Patrick Joyner', 'Anna Lore', 'Alex Zahara', 'April Telek', 'Andrew Tinpo Lee', 'Tony Todd', 'Brec Bassinger', 'Gabrielle Rose', 'Max Lloyd-Jones', 'Brenna Llewellyn', 'Natasha Burnett', 'Jayden Oniah', 'Mark Brandon', 'Yvette Ferguson', 'Garfield Wilson', 'Justin Stone', 'Bernard Cuffling', 'Travis Turner', 'Noah Bromley', 'Ardy Ramezani', 'Panou', 'Robbie Segulam', 'Megan Hui', 'Janelle Beadall', 'Kwesi Ameyaw', 'Troy Mclaughlin', 'Kim Kondrashoff', 'Tanya Gaudreault', 'Nikolai Witschl', 'Jeanie Cloutier', 'Ethel Pitchford', 'Sophia Chapdelaine', 'Luke Alfred Bateman', 'Matty Finochio', 'Shawn C. Orr']",tt9619824,en,Released
1290159,A House of Dynamite,2025,2025-10-02,112,0,181125,6.367,777,27.832,['Thriller'],Kathryn Bigelow,"['Idris Elba', 'Rebecca Ferguson', 'Gabriel Basso', 'Jared Harris', 'Tracy Letts', 'Anthony Ramos', 'Moses Ingram', 'Jonah Hauer-King', 'Greta Lee', 'Jason Clarke', 'Malachi Beasley', 'Brian Tee', ""Brittany O'Grady"", 'Gbenga Akinnagbe', 'Willa Fitzgerald', 'Renée Elise Goldsberry', 'Kyle Allen', 'Kaitlyn Dever', 'Neal Bledsoe', 'Nicholas E. Monterosso', 'Chance Kelly', 'Enid Graham', 'J.W. Cortes', 'Brandon James Ellis', 'Samuel H. Levine', ""De'Laney Ortiz"", 'Catherine Missal', 'Yadira Guevara-Prip', 'Ayana Anise', 'Brett Tomberlin', 'Gail Quintos', 'Riya Ray', 'Izabel Mar', 'Joe Rizzo', 'Caleb Eberhardt', 'Dean Neistat', 'Sam Vartholomeos', 'Francesca Carpanini', 'Abubakr Ali', 'Aminah Nieves', 'Daniel L. Karbler', 'Philip V. Lenz', 'Timothy L. Brester', 'Ben Chase', 'Renrick Palmer', 'Patrick Feeney', 'Bryan Harlow', 'Shane Duffy', 'Vincent Hickman', ""Kevin Dean O'Connor"", 'Evan Rubin', 'Gary Wilmes', 'Emily Chastain', 'Jack Cherry', 'Maria Jung', 'Sara Rettig Gramata', 'Ezrah Lin', 'Kemo Coleman', 'Andrei Kouznetsov', 'Alexander Sokovikov', 'Leonid Citer', 'Nikolai Tsankov', 'Spencer House', 'John Zdrojeski', 'Samantha Soule', 'Quincy Dunn-Baker', 'Jared Reinfeldt', 'Sara Hogrefe', 'William Jousset', 'Lynn Adrianna', 'Holly Cinnamon', 'Pedro Mojica', 'Edmond Cofie', 'Katya Collazo', 'Zsuzska Beswick', 'Paul Robert Williams III', 'Michelle McMahon', 'Tai Bennett', 'Greg Schweers', 'Jordan Dean', 'Airon Armstrong', 'Eli Kollman', 'Maura Kirzon Malone', 'CJ Williams', 'Aleksander Krutainis', 'Ky Fehlbaum', 'Joe Klaunberg', 'Christopher R. Anderson', 'Lea Zawada', 'Alan Aisenberg', 'Ian Duff', 'Thom Niemann', 'Angel Reese', 'LuMarcus Certain', 'Jewel Rouge', 'Joshua Hurley-Curran', 'Joanne Goodhart', 'Jonathan Boynton-Lee', 'Rampepe Mohohlo', 'Mwajuma Belle', 'Ines de La Cuetara', 'George Njoroge Kinyanjui', 'Luke Gent', 'Stevie Place', 'Jed Goff', 'Brian D. Coats', 'Kevin Anton', 'Mike Figueroa']",tt32376165,en,Released
701387,Bugonia,2025,2025-10-23,119,50000000,15263053,7.659,343,27.4874,"['Science Fiction', 'Crime', 'Thriller']",Yorgos Lanthimos,"['Emma Stone', 'Jesse Plemons', 'Aidan Delbis', 'Stavros Halkias', 'Alicia Silverstone', 'J. Carmen Galindez Barrera', 'Marc T. Lewis', 'Vanessa Eng', 'Cedric Dumornay', 'Charita Momma Cherri Jones', 'Fredricka Whitfield', 'Rafael Lopez Bravo', 'Yaisa', 'Teneise Mitchell Ellis', 'Roger Carvalho', 'Atsushi Nishijima', 'Janlyn Bales', 'Andy Blackburn', 'Stella Bizirtsaki', 'Diana Duah', 'Adam Esufali', 'Jerskin Fendrix', 'Aiecia Harper', 'Sally Kennington', 'Paul Mansell', 'Harith Mohammed', 'Zawadi Phillimore', 'Parvinder Shergill']",tt12300742,en,Released
986206,Night Carnage,2025,2025-07-29,80,0,0,5.8,60,26.8994,"['Action', 'Horror', 'Romance']",Thomas J. Churchill,"['Sadie Katz', 'Christian Howard', 'Mike Ferguson', 'Katarina Leigh Waters', 'Jazlyn Nicolette Sward', 'Alex Rinehart', 'Shannon Ritch', 'Baker Chase Powell', 'Abigail Spear', 'Tank Jones', 'Carl Crew', 'Michael Cervantes', 'Nick Waters', 'Sonny King', 'Ronnie Connell', 'Arnella Barbara', 'Logan Andrews', 'Samantha Lynn Roach']",tt12410182,fr,Released
1272166,Ballad of a Small Player,2025,2025-10-15,102,0,0,5.83,179,26.8798,"['Mystery', 'Thriller', 'Crime', 'Drama']",Edward Berger,"['Colin Farrell', 'Fala Chen', 'Tilda Swinton', 'Deanie Ip', 'Alex Jennings', 'Jason Tobin', 'Adrienne Lau', 'Anthony Wong Chau-Sang', 'Jessica Lai', 'Margaret Cheung', 'Alan K. Chang', 'Selena Fong', 'Christina Yong', 'Suen Tsz-Wai', 'Suki Wong', 'Kwok Wai-Yan', 'Willy Wong', 'Gary Fong', 'Ashley Lam', 'Mel Lau', 'Tyler Holland', 'Ivan Poon', 'Ellie Law', 'Jenny Phi Lan Tang', 'Mike Yip', 'Marc Ngan', 'Jordon Ho Kwok-Nam']",tt32063098,en,Released
533535,Deadpool & Wolverine,2024,2024-07-24,128,200000000,1338073645,7.57,7931,26.8289,"['Action', 'Comedy', 'Science Fiction']",Shawn Levy,"['Ryan Reynolds', 'Hugh Jackman', 'Emma Corrin', 'Matthew Macfadyen', 'Dafne Keen', 'Jon Favreau', 'Morena Baccarin', 'Rob Delaney', 'Leslie Uggams', 'Jennifer Garner', 'Wesley Snipes', 'Channing Tatum', 'Chris Evans', 'Henry Cavill', 'Wunmi Mosaku', 'Aaron Stanford', 'Tyler Mane', 'Karan Soni', 'Brianna Hildebrand', 'Shioli Kutsuna', 'Stefan Kapičić', 'Randal Reeder', 'Lewis Tan', 'Nick Pauley', 'Sonita Henry', 'Ryan McKen', 'Nanak Phlora', 'Aydin Ahmed', 'Leemore Marrett Jr.', 'James Dryden', 'Ollie Palmer', 'Greg Hemphill', 'Aaron W Reed', 'Mike Waters', 'Rob Mac', 'James Reynolds', 'Ed Kear', 'Paul G. Raymond', 'Blake Lively', 'Inez Reynolds', 'Nathan Fillion', 'Matthew McConaughey', 'OIin Reynolds', 'Paul Mullin', 'Alex Kyshkovych', 'Billy Clements', 'Daniel Medina Ramos', 'Jade Lye', 'Nilly Cetin', 'Eduardo Gago Muñoz', 'Chloe Kibble', 'Curtis Rowland Small', 'Ayesha Hussain', 'Jessica Walker', 'Harry Holland', 'Kevin Fortin', 'Luke Bennett', 'Anneka Needham']",tt6263850,en,Released
76600,Avatar: The Way of Water,2022,2022-12-14,192,350000000,2330224914,7.611,13044,26.7996,"['Action', 'Adventure', 'Science Fiction']",James Cameron,"['Sam Worthington', 'Zoe Saldaña', 'Sigourney Weaver', 'Stephen Lang', 'Kate Winslet', 'Cliff Curtis', 'Joel David Moore', 'CCH Pounder', 'Edie Falco', 'Jemaine Clement', 'Giovanni Ribisi', 'Britain Dalton', 'Jamie Flatters', 'Trinity Jo-Li Bliss', 'Jack Champion', 'Brendan Cowell', 'Bailey Bass', 'Filip Geljo', 'Duane Evans Jr.', 'Dileep Rao', 'Matt Gerald', 'Robert Okumu', 'Jennifer Stafford', 'Keston John', 'Kevin Dorman', 'Alicia Vela-Bailey', 'Sean Anthony Moran', 'Andrew Arrabito', 'Johnny Alexander', 'Kim Do', 'Victor T. Lopez', 'Maria Walker', 'Phil Brown', 'Jocelyn Christian', 'Joel Tobeck', 'Moana Ete', 'Phil Peleton', 'Jamie Landau', 'Jim Moore', 'Benjamin Hoetjes', 'Nikita Tu Bryant', 'Anthony Ahern', 'Shane Rangi', 'Rick Lucas', 'Tanya Drewery', 'Ava Diakhaby', 'Isaac Te Reina', 'Eric Farmer', 'Philip Mtambo', 'Daniel Lough', 'Cruz Moir', 'Alex Lucas', 'Scarlett Fernandez', 'Chloe Coleman', 'Jeremy Irwin', 'Jake McLean', 'CJ Jones']",tt1630029,en,Released
1022789,Inside Out 2,2024,2024-06-11,97,200000000,1698863816,7.551,6247,26.687,"['Animation', 'Adventure', 'Comedy', 'Family']",Kelsey Mann,"['Amy Poehler', 'Maya Hawke', 'Kensington Tallman', 'Liza Lapira', 'Tony Hale', 'Lewis Black', 'Phyllis Smith', 'Ayo Edebiri', 'Lilimar', 'Grace Lu', 'Sumayyah Nuriddin-Green', 'Adèle Exarchopoulos', 'Diane Lane', 'Kyle MacLachlan', 'Paul Walter Hauser', 'Yvette Nicole Brown', 'Ron Funches', 'James Austin Johnson', 'Yong Yea', 'Steve Purcell', 'Dave Goelz', 'Kirk R. Thatcher', 'Frank Oz', 'Paula Pell', 'June Squibb', 'Pete Docter', 'Paula Poundstone', 'John Ratzenberger', 'Sarayu Blue', 'Flea', 'Bobby Moynihan', 'Kendall Coyne Schofield']",tt22022452,en,Released
502356,The Super Mario Bros. Movie,2023,2023-04-05,93,100000000,1362000000,7.603,10065,26.5219,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']",Aaron Horvath,"['Chris Pratt', 'Anya Taylor-Joy', 'Charlie Day', 'Jack Black', 'Keegan-Michael Key', 'Seth Rogen', 'Fred Armisen', 'Sebastian Maniscalco', 'Charles Martinet', 'Kevin Michael Richardson', 'Khary Payton', 'Rino Romano', 'John DiMaggio', 'Jessica DiCicco', 'Eric Bauza', 'Juliet Jelenic', 'Scott Menville', 'Carlos Alazraqui', 'Jason Broad', 'Ashly Burch', 'Rachel Butera', 'Cathy Cavadini', 'Will Collyer', 'Django Craig', 'Willow Geer', 'Aaron Hendry', 'Andy Hirsch', 'Barbara Harris', 'Phil LaMarr', 'Jeremy Maxwell', 'Daniel Mora', 'Eric E. Osmond', 'Noreen Reardon', 'Lee Shorten', 'Cree Summer', 'Nisa Ward', 'Nora Wyman', 'Kazumi Totaka']",tt6718170,en,Released
1022787,Elio,2025,2025-06-18,98,150000000,153797125,6.97,654,26.4648,"['Family', 'Comedy', 'Adventure', 'Animation', 'Science Fiction']",Domee Shi,"['Yonas Kibreab', 'Remy Edgerly', 'Zoe Saldaña', 'Brad Garrett', 'Brandon Moon', 'Jameela Jamil', 'Young Dylan', 'Jake T. Getman', 'Matthias Schweighöfer', 'Ana de la Reguera', 'Atsuko Okatsuka', 'Shirley Henderson', 'Naomi Watanabe', 'Brendan Hunt', 'Anissa Borrego', 'Shelby Young', 'Bob Peterson', 'Kate Mulgrew', 'Tamara Tunie']",tt4900148,en,Released
950396,The Gorge,2025,2025-02-13,128,70000000,0,7.677,3155,25.7442,"['Romance', 'Science Fiction', 'Thriller']",Scott Derrickson,"['Miles Teller', 'Anya Taylor-Joy', 'Sigourney Weaver', 'Ṣọpẹ́ Dìrísù', 'William Houston', 'Kobna Holdbrook-Smith', 'James Marlowe', 'Julianna Kurokawa', 'Ruta Gedmintas', 'Oliver Trevena']",tt13654226,en,Released
1071585,M3GAN 2.0,2025,2025-06-25,120,25000000,39085942,7.369,978,25.718,"['Action', 'Science Fiction', 'Thriller']",Gerard Johnstone,"['Allison Williams', 'Violet McGraw', 'Amie Donald', 'Jenna Davis', 'Brian Jordan Alvarez', 'Jen Van Epps', 'Ivanna Sakhno', 'Aristotle Athari', 'Timm Sharp', 'Jemaine Clement', 'Mayen Mehta', 'Mark Mitchinson', 'Fryda Wolff', 'Luke Hawker', 'Ben Van Lier', 'Niwa Whatuira', 'Mike Edward', 'Michael Ravlic', 'Byron Coll', 'Jacque Drew', 'Paul Waggott', 'Gary Young', 'James Gaylyn', 'Omar Al-Sobky', 'Ahmed Youssef', 'Ara Raad', 'Barnie Duncan', 'Steven Logan', 'Jim McLarty', 'Glen-Paul Waru', 'Ryan Lampp', 'Richard Lambeth', 'Serena Cotton', 'Jamie Irvine', 'Shervonne Grierson', 'Kylie Cushman', 'Simon Eskow', 'Gerard Johnstone', 'Erika Camacho', 'Zara Nausbaum', 'Hallie Jackson', 'Shanti Tucker', 'Martin Richard', 'Isabella Lucia Goff', 'Gigi Holroyd', 'Stephane Garneau-Monten']",tt26342662,en,Released
1119878,Ice Road: Vengeance,2025,2025-06-27,113,0,0,6.3,514,25.4528,"['Action', 'Thriller', 'Drama']",Jonathan Hensleigh,"['Liam Neeson', 'Fan Bingbing', 'Marcus Thomas', ""Grace O'Sullivan"", 'Saksham Sharma', 'Bernard Curry', 'Geoff Morrell', 'Mahesh Jadu', 'Amelia Bishop', 'Shapoor Batliwalla', 'Monish Anand', 'Shivantha Wijesinha', 'CJ. Bloomfield', 'Michala Banas', 'Ira Chakraborty', 'Sarah Fitzgerald', 'Salim Fayad', 'Kaden Hartcher', 'Seth Kannof', 'Suvith Ravichandra', 'Benoy Varghese', 'Khisraw Jones-Shukoor', 'Kaivu Suvarna', 'Glen Oliver', 'Anna-Mai Hoek', 'Darcy Brown', 'Josh Jurlina', 'Jackson Hookway', 'Jackson Rutherford', 'Eleanor Barkla', 'Luke Clayson', 'Sunny S. Walia', 'Sahil Saluja', 'Li Weng', 'Katharine Innes']",tt27621210,en,Released
1197306,A Working Man,2025,2025-03-26,116,40000000,99068160,6.705,1636,25.1292,"['Action', 'Crime', 'Thriller']",David Ayer,"['Jason Statham', 'Jason Flemyng', 'Merab Ninidze', 'Maximilian Osinski', 'Cokey Falkow', 'Michael Peña', 'David Harbour', 'Noemi Gonzalez', 'Arianna Rivas', 'Isla Gie', 'Emmett Scanlan', 'Eve Mauro', 'Kristina Poli', 'Andrej Kaminsky', 'Greg Kolpakchi', 'Piotr Witkowski', 'Chidi Ajufo', 'Ricky Champ', 'Max Croes', 'Kenneth Collard', 'Richard Heap', 'Joanna DeLane', 'Muki Zubis', 'Alexander Bracq', 'David Witts', 'Wayne Gordon', 'Daniel Lundh', 'Jose Conejo Martin', 'Eddie J. Fernandez', 'Jade Coatsworth', 'Alana Boden', 'Leah Walker', 'Priyasasha Kumari', 'Jonathan Nyati', 'Kya Brame', 'C.C. DeNeira', 'Sophie-Louise Craig', 'Neil Bishop', 'Tom Vaughan', 'Andrea Vasiliou', 'Andrew John Nolan', 'Seán Gannon', 'Patrick Franklin', 'Darren Morrissey', 'Benjamin Gunnery', 'Prince Marfo', 'Judy Matheson', 'Nilesh Hindocha', 'Eli Sowden-Mehta', 'Benjamin Schnau']",tt9150192,en,Released
1382406,Striking Rescue,2024,2024-12-05,106,0,0,7.5,140,24.6269,"['Action', 'Crime', 'Thriller']",Cheng Siyi,"['Tony Jaa', 'Eason Hung', 'Xing Yu', 'Philip Keung Ho-Man', 'Chen Duo-Yi', 'Peng Bo', 'Yu Bolin', 'Mao Fan', 'Ge Shuai', 'Zhao Leiqi', 'Yang Dachuan', 'Zhang Tianqi']",tt34466483,zh,Released
1241982,Moana 2,2024,2024-11-21,100,150000000,1059242164,7.026,2784,24.4904,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']",David G. Derrick Jr.,"['Auliʻi Cravalho', 'Dwayne Johnson', 'Hualālai Chung', 'Rose Matafeo', 'David Fane', 'Awhimai Fraser', 'Khaleesi Lambert-Tsuda', 'Temuera Morrison', 'Nicole Scherzinger', 'Rachel House', 'Gerald Ramsey', 'Alan Tudyk', 'Jemaine Clement', ""Tofiga Fepulea'i"", 'Jasmine Johnson', 'Tiana Johnson', 'Ata Maivia Johnson', 'Bryson Chun', 'Noemi Josefina Flores', 'Setarosa Tuitasi-Ledoux', 'Bentley Pupuhi-Fernandez']",tt13622970,en,Released
766507,Prey,2022,2022-08-02,100,65000000,0,7.674,7342,24.1297,"['Thriller', 'Action', 'Science Fiction']",Dan Trachtenberg,"['Amber Midthunder', 'Dakota Beavers', 'Michelle Thrush', 'Stormee Kipp', 'Julian Black Antelope', 'Dane DiLiegro', 'Stefany Mathias', 'Bennett Taylor', 'Mike Paterson', 'Nelson Leis', 'Tymon Carter', 'Skye Pelletier', 'Harlan Blayne Kytwayhat', 'Corvin Mack', 'Samuel Marty', 'Ginger Cattleman', 'Seanna Eagletail', 'Samiyah Crowfoot', 'Cody Big Tobacco', 'Troy Mundle', 'Curtis Vinish', 'Stephane Legault', 'Stephan Schroeder', 'Eric Beaudoin', 'Kyle Strauts', 'Tom Woodruff Jr.', 'Alec Gillis', 'David Penikas', 'Jon K. Miller', 'Kirk Caouette', 'Kyle Legere']",tt11866324,en,Released
1232449,Young Hearts,2024,2024-10-26,99,0,129692,8.512,164,23.6538,"['Drama', 'Romance']",Anthony Schatteman,"['Lou Goossens', 'Marius De Saeger', 'Geert Van Rampelberg', 'Emilie De Roo', 'Dirk van Dijck', 'Jul Goossens', 'Ezra van Dongen', 'Olivier Englebert', 'Olga De Saeger', 'Wim Opbrouck', 'Florence Hebbelynck', 'La Diva', 'Saar Rogiers', 'Jill Malfroot', 'Cassie Alcendor', 'Samba Thiam', 'Sam Michiels', 'Marie Gevaert', 'Bert Dobbelaere', 'Stephen Harrisson', 'Tristan Versteven', 'Johann Hallet', 'Michèle Caucheteux', 'Tom Beyaert', 'Ester DeKoning', 'Hadassa DeKoning', 'Frank Bracquené', 'Staf de Neve', 'Briek Goorman', 'Olivier Debaere', 'Denise Bogers']",tt15245268,nl,Released
1330421,Bone Lake,2025,2025-10-02,94,1000000,1688650,6.1,64,23.3925,"['Horror', 'Thriller', 'Mystery']",Mercedes Bryce Morgan,"['Alex Roe', 'Maddie Hasson', 'Marco Pigossi', 'Andra Nechita', 'Clayton Spencer', 'Eliane Reis']",tt26783625,en,Released
644090,"Love, Guaranteed",2020,2020-09-02,90,0,0,6.4,656,23.1086,"['Romance', 'Comedy']",Mark Steven Johnson,"['Rachael Leigh Cook', 'Damon Wayans Jr.', 'Heather Graham', 'Caitlin Howden', 'Brendan Taylor', 'Sebastian Billingsley-Rodriguez', 'Sean Amsing', 'Lisa Durupt', 'Alvin Sanders', 'Jed Rees', 'Kandyse McClure', 'Keisha Haines', 'Natalie von Rotsburg', 'Dee Jay Jackson', 'Colin Foo', 'Quynh Mi', 'Nick Fontaine', 'Morgana Wyllie', 'Judith Maxie', 'Milo Shandel', 'Flossie McKnight', 'Kiomi Pyke', 'Jason Burkart', 'Arthur Corber', 'Amitai Marmorstein', 'Lauren McGibbon', 'Clare Filipow', 'Sasha Monica', 'Rebecca Olson', 'Jerry Yang', 'Kallie Hu', 'Christian Sloan', 'Stephanie Son']",tt11100856,en,Released
939243,Sonic the Hedgehog 3,2024,2024-12-19,110,122000000,492162604,7.647,3013,22.8404,"['Action', 'Science Fiction', 'Comedy', 'Family']",Jeff Fowler,"['Jim Carrey', 'Ben Schwartz', 'Keanu Reeves', 'Idris Elba', ""Colleen O'Shaughnessey"", 'James Marsden', 'Tika Sumpter', 'Lee Majdoub', 'Krysten Ritter', 'Adam Pally', 'Natasha Rothwell', 'Shemar Moore', 'Alyla Browne', 'Tom Butler', 'Jorma Taccone', 'Sofia Pernas', 'Cristo Fernández', 'James Wolk', 'Brett Tutor', 'Richard Sutton', 'Will Austin', 'Bola Okun', 'Reggie Banigo', 'Barry Calvert', 'Brendan Murphy', 'Toru Nakahara']",tt18259086,en,Released
1362315,The Hand That Rocks the Cradle,2025,2025-10-16,105,0,0,5.85,60,22.7813,['Thriller'],Michelle Garza Cervera,"['Maika Monroe', 'Mary Elizabeth Winstead', 'Raúl Castillo', 'Mileiah Vega', 'Nora Contreras', 'Lola Contreras', 'Martin Starr', 'Yvette Lu', 'Riki Lindhome', 'Shannon Cochran', 'Arabella Olivia Clark', 'Avery Tiiu Essex', 'Zale Morris', 'Brian Carpenter', 'Elena Campbell-Martinez', 'Rafael Sigler', 'Roxy Rivera', 'DaJuan Johnson', 'DaJuan Johnson', 'Lisa Dempsey', 'Leland Heflin', 'E.R. Ruiz']",tt33502160,en,Released
1306525,The Elixir,2025,2025-10-22,118,0,0,6.063,135,22.4407,"['Horror', 'Thriller']",Kimo Stamboel,"['Mikha Tambayong', 'Eva Celia', 'Marthino Lio', 'Dimas Anggara', 'Varen Arianda Calief', 'Ardit Erwandha', 'Claresta Taufan', 'Donny Damara', 'Kiki Narendra', 'Vonny Anggraini', 'Hingka Moedra', 'Putri Permata', 'Gendhis Maharani', 'Karina Suwandi', 'Willem Bevers', 'Stephanus Tjiproet', 'Moh Iqbal Sulaiman', 'Kemas Keizio', 'Gatot Rahmadi', 'Ifan Sugiarto', 'Agus Mulana', 'Almanzo Konoralma', 'Widya Ayu Kusumaradani', 'Stanley Saklil', 'Heru Prasetyo', 'Kus Haryono', 'Untung Basuki', 'Tri Hariono', 'Isma Melinda', 'Muhamad Tahrir', 'Arifin', 'Fajar Noer Hudda', 'Khalid Kashogi', 'Agasyah Karim', 'Toni Gushendarto', 'Ervina Sri Wahyuni', 'Setya Rini', 'Asri Tukini', 'Andi Azis Akil', 'Theo Yudha Adithya', 'Furkon Sam']",tt32643830,id,Released
927254,The Twits,2025,2025-10-17,99,0,0,6.1,64,22.2597,"['Animation', 'Comedy', 'Family', 'Fantasy']",Phil Johnston,"['Margo Martindale', 'Johnny Vegas', 'Maitreyi Ramakrishnan', 'Ryan Anderson Lopez', 'Emilia Clarke', 'Natalie Portman', 'Timothy Simons', 'Nicole Byer', 'Jason Mantzoukas', 'Alan Tudyk', 'Sami Amber', 'Phil Johnston', 'Riley King', 'Zarah Kulczycki', 'Rebecca Wisocky', 'Mark Proksch', 'Della Saba', 'Charlie Berens', 'Stephanie Escajeda', 'Israa Zainab', 'Dee Bradley Baker', 'Rif Hutton', 'William Calvert', 'Erika Dapkewicz', 'David Byrne', 'Scott Whyte', 'David Cowgill', 'Hayley Williams', 'Shane Sweet']",tt0498396,en,Released
1245993,Caught Stealing,2025,2025-08-26,107,40000000,31101846,6.902,523,21.2147,"['Crime', 'Thriller', 'Comedy']",Darren Aronofsky,"['Austin Butler', 'Regina King', 'Zoë Kravitz', 'Matt Smith', 'Liev Schreiber', ""Vincent D'Onofrio"", 'Griffin Dunne', 'Nikita Kukushkin', 'Yuri Kolokolnikov', 'Bad Bunny', 'George Abud', 'Will Brill', ""D'Pharaoh Woon-A-Tai"", 'Action Bronson', 'Dominique Silver', ""Shaun O'Hagan"", 'Jake Bentley Young', 'Kitty Lawrence', 'Mike Francesa', ""Chris 'Mad Dog' Russo"", 'Oleg Prudius', 'Gregg Bello', 'Eddie De Harp', 'Macy Rodman', 'Nu Ka Ki', 'Renee Asofsky', 'Henry Wong', 'Lee Harris', 'Judy de Angelis', 'Matt Gauland', 'Dave Weisz', 'Stanley B. Herman', 'Carol Kane', 'Arishel Ramirez', 'Janelle McDermoth', 'Tenoch Huerta Mejía', 'Tonic', 'Laura Dern', 'McKinzie J. Scott']",tt1493274,en,Released
1184918,The Wild Robot,2024,2024-09-12,102,78000000,331982078,8.319,5493,21.1483,"['Animation', 'Science Fiction', 'Family', 'Adventure', 'Drama']",Chris Sanders,"[""Lupita Nyong'o"", 'Pedro Pascal', 'Kit Connor', 'Bill Nighy', 'Stephanie Hsu', 'Matt Berry', 'Ving Rhames', 'Mark Hamill', ""Catherine O'Hara"", 'Boone Storm', 'Alexandra Novelle', 'Raphael Alejandro', 'Paul-Mikél Williams', 'Eddie Park', 'Dee Bradley Baker', 'Randy Thom', 'Avrielle Corti', 'Keston John', 'Max Mittelman', 'Piotr Michael', 'Alessandro Beghi', 'Tiago Martinez', 'Becca Last', 'Madelyn Turpin', 'Kayleigh Rayne', 'Isabelle Tupin', 'Beckett Blomberg', 'Damon Fung', 'King Moore', 'Collin Erker']",tt29623480,en,Released
519182,Despicable Me 4,2024,2024-06-20,94,100000000,969597394,7.013,2972,21.088,"['Family', 'Comedy', 'Animation', 'Science Fiction']",Chris Renaud,"['Steve Carell', 'Kristen Wiig', 'Will Ferrell', 'Sofía Vergara', 'Miranda Cosgrove', 'Dana Gaier', 'Madison Polan', 'Pierre Coffin', 'Chris Renaud', 'Steve Coogan', 'Stephen Colbert', 'Chloe Fineman', 'Joey King', 'Laraine Newman', 'John DiMaggio', 'Tara Strong', 'Romesh Ranganathan', 'Brad Ableson', 'Barbara Harris', 'Eden Boulton', 'JP Karliak', 'Cathy Cavadini', 'Arif S. Kinchen', 'Will Collyer', 'Jeremy Maxwell', 'Abby Craden', 'Ken Daurio', 'Khary Payton', 'John DeMita', 'Aaron Fors', 'Isaac Robinson-Smith', 'Willow Geer', 'Isa Hall', 'Nisa Ward', 'Aaron Hendry', 'Andreana Weiner', 'Colette Whitaker']",tt7510222,en,Released
